"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US27137","St. Louis County, Minnesota","84370","1926","74214","2070","61146","2088","4555","725","65671","2153","7725","1137","48072","2412","1293","415","1332","430","27","46","10156","1164","69041","1994","607","228","68434","1986","60929","2072","12477","1362","50469","1995","9552","1079","15329","1361","14320","1304","71","73","7783","992","6466","995","40656","1842","438","207","32851","1737","7367","1054","29394","1329","98","69","27800","1329","1496","409","(X)","(X)","88.0","1.4","72.5","1.9","5.4","0.9","77.8","1.6","9.2","1.3","57.0","2.4","1.5","0.5","1.6","0.5","0.0","0.1","12.0","1.4","81.8","1.5","0.7","0.3","81.1","1.6","72.2","1.7","14.8","1.6","59.8","1.9","11.3","1.3","18.2","1.5","(X)","(X)","0.5","0.5","54.4","5.3","45.2","5.2","(X)","(X)","1.1","0.5","80.8","2.5","18.1","2.4","(X)","(X)","0.3","0.2","94.6","1.4","5.1","1.4"
"0500000US27139","Scott County, Minnesota","50040","1031","48144","1154","44732","1519","1081","415","45646","1309","2084","700","37490","1775","303","360","1425","565","13","22","1896","554","46638","1292","77","112","46561","1288","44518","1434","4016","941","41068","1614","3932","925","3402","767","2718","669","0","147","1987","584","731","406","15594","1531","0","147","13888","1563","1706","553","31728","1780","77","112","30686","1784","965","422","(X)","(X)","96.2","1.1","89.4","2.3","2.2","0.8","91.2","1.7","4.2","1.4","74.9","3.2","0.6","0.7","2.8","1.1","0.0","0.1","3.8","1.1","93.2","1.5","0.2","0.2","93.0","1.5","89.0","2.1","8.0","1.9","82.1","2.5","7.9","1.8","6.8","1.5","(X)","(X)","0.0","3.3","73.1","13.2","26.9","13.2","(X)","(X)","0.0","0.6","89.1","3.6","10.9","3.6","(X)","(X)","0.2","0.4","96.7","1.4","3.0","1.3"
"0500000US27141","Sherburne County, Minnesota","32033","865","30685","901","26810","1588","1069","497","28872","1081","2642","1113","21261","1581","50","87","468","285","0","147","1348","481","29755","1105","213","199","29542","1100","27765","1239","4678","1250","23179","1669","2795","986","2278","667","2237","688","0","147","1567","581","670","363","12298","1497","159","180","11206","1446","933","442","17498","1449","54","95","16769","1560","675","429","(X)","(X)","95.8","1.5","83.7","4.4","3.3","1.6","90.1","2.1","8.2","3.5","66.4","4.9","0.2","0.3","1.5","0.9","0.0","0.3","4.2","1.5","92.9","2.1","0.7","0.6","92.2","2.1","86.7","2.7","14.6","3.9","72.4","4.9","8.7","3.0","7.1","2.1","(X)","(X)","0.0","3.9","70.0","14.0","30.0","14.0","(X)","(X)","1.3","1.4","91.1","3.7","7.6","3.5","(X)","(X)","0.3","0.5","95.8","2.6","3.9","2.5"
"0500000US27145","Stearns County, Minnesota","58510","1538","53763","1792","44244","1862","3244","823","48675","1908","5358","1186","36959","1820","491","211","1066","395","0","147","4747","937","49342","1905","243","143","49099","1927","43787","1943","6298","1008","38759","1842","4071","708","9168","1280","7017","1147","42","43","3996","1003","2979","758","27700","1666","189","133","22225","1725","5286","1046","23793","1298","12","21","22878","1278","903","326","(X)","(X)","91.9","1.6","75.6","2.7","5.5","1.4","83.2","2.1","9.2","2.0","63.2","2.8","0.8","0.4","1.8","0.7","0.0","0.2","8.1","1.6","84.3","2.2","0.4","0.2","83.9","2.2","74.8","2.5","10.8","1.7","66.2","2.6","7.0","1.2","15.7","2.2","(X)","(X)","0.6","0.6","56.9","9.4","42.5","9.3","(X)","(X)","0.7","0.5","80.2","3.8","19.1","3.7","(X)","(X)","0.1","0.1","96.2","1.3","3.8","1.3"
"0500000US27163","Washington County, Minnesota","96387","1277","91176","1530","83684","2187","3129","750","85454","1768","3421","1196","70362","2111","583","293","2769","762","41","69","5211","986","89137","1794","356","236","88781","1778","81131","2138","8430","1382","77284","2124","5859","902","7250","1218","6060","1231","165","199","3769","912","2126","786","30508","2213","135","156","26548","2085","3825","990","59819","2374","56","90","58464","2373","1299","409","(X)","(X)","94.6","1.0","86.8","1.9","3.2","0.8","88.7","1.4","3.5","1.2","73.0","1.9","0.6","0.3","2.9","0.8","0.0","0.1","5.4","1.0","92.5","1.3","0.4","0.2","92.1","1.3","84.2","1.9","8.7","1.4","80.2","1.9","6.1","0.9","7.5","1.3","(X)","(X)","2.7","3.3","62.2","9.2","35.1","10.3","(X)","(X)","0.4","0.5","87.0","3.0","12.5","3.0","(X)","(X)","0.1","0.1","97.7","0.7","2.2","0.7"
"0500000US27171","Wright County, Minnesota","48863","843","44771","1075","38713","1355","2067","720","41620","1248","3391","1125","30748","1708","205","146","1392","544","0","147","4092","811","43559","975","159","99","43400","990","39634","1398","7207","1362","34361","1439","4149","1014","5304","838","3516","954","14","26","2260","690","1242","528","17073","1652","114","86","13816","1586","3143","789","28274","1454","31","38","27324","1398","919","388","(X)","(X)","91.6","1.6","79.2","2.7","4.2","1.5","85.2","2.1","6.9","2.3","62.9","3.4","0.4","0.3","2.8","1.1","0.0","0.2","8.4","1.6","89.1","1.7","0.3","0.2","88.8","1.7","81.1","2.4","14.7","2.7","70.3","2.8","8.5","2.1","10.9","1.7","(X)","(X)","0.4","0.8","64.3","10.9","35.3","10.7","(X)","(X)","0.7","0.5","80.9","4.3","18.4","4.4","(X)","(X)","0.1","0.1","96.6","1.3","3.3","1.3"
"0500000US28033","DeSoto County, Mississippi","63075","1642","59578","1826","48534","2192","1225","431","56154","1766","7053","1202","42289","2367","649","334","1547","615","0","218","3497","819","56948","1857","59","96","56889","1837","54085","1813","10638","1467","43872","2353","5388","986","6127","1149","6470","1328","0","218","4974","1154","1496","535","28502","2247","0","218","24551","2174","3951","1070","28103","1851","59","96","27364","1840","680","389","(X)","(X)","94.5","1.3","76.9","2.5","1.9","0.7","89.0","1.6","11.2","1.9","67.0","3.4","1.0","0.5","2.5","1.0","0.0","0.3","5.5","1.3","90.3","1.8","0.1","0.2","90.2","1.8","85.7","2.1","16.9","2.3","69.6","3.2","8.5","1.5","9.7","1.8","(X)","(X)","0.0","3.0","76.9","7.2","23.1","7.2","(X)","(X)","0.0","0.7","86.1","3.6","13.9","3.6","(X)","(X)","0.2","0.3","97.4","1.4","2.4","1.4"
"0500000US28035","Forrest County, Mississippi","27248","1513","23146","1739","17306","1885","930","496","21108","1666","3224","1101","14992","1696","147","148","866","679","0","218","4102","1218","21269","1761","0","218","21269","1761","18387","1838","5786","1493","14152","1770","1505","669","5979","1382","7098","1375","0","218","4506","1195","2592","868","14867","1853","0","218","12361","1908","2506","825","5283","1064","0","218","4402","954","881","582","(X)","(X)","84.9","4.4","63.5","5.7","3.4","1.8","77.5","4.7","11.8","4.0","55.0","5.6","0.5","0.5","3.2","2.5","0.0","0.7","15.1","4.4","78.1","4.9","0.0","0.7","78.1","4.9","67.5","5.3","21.2","5.4","51.9","5.8","5.5","2.4","21.9","4.9","(X)","(X)","0.0","2.7","63.5","10.8","36.5","10.8","(X)","(X)","0.0","1.3","83.1","5.6","16.9","5.6","(X)","(X)","0.0","3.7","83.3","10.0","16.7","10.0"
"0500000US28047","Harrison County, Mississippi","82375","2255","75683","2547","56655","3002","2040","704","70866","2604","14200","2113","47214","3233","1093","652","2256","820","0","218","6692","1453","69016","3031","205","229","68811","3055","61865","2890","12789","1872","50441","3082","8168","1438","13359","2508","18375","2346","61","103","12003","2179","6311","1493","40413","3008","144","202","34607","3118","5662","1602","23587","2160","0","218","22201","2133","1386","712","(X)","(X)","91.9","1.8","68.8","3.1","2.5","0.9","86.0","2.1","17.2","2.5","57.3","3.3","1.3","0.8","2.7","1.0","0.0","0.2","8.1","1.8","83.8","3.0","0.2","0.3","83.5","3.0","75.1","3.1","15.5","2.3","61.2","3.1","9.9","1.8","16.2","3.0","(X)","(X)","0.3","0.6","65.3","7.6","34.3","7.5","(X)","(X)","0.4","0.5","85.6","3.9","14.0","3.9","(X)","(X)","0.0","0.8","94.1","3.0","5.9","3.0"
"0500000US28049","Hinds County, Mississippi","85483","2220","76334","2319","56042","2454","3026","785","71189","2508","14125","1835","44705","2984","626","314","1309","529","0","218","9149","1362","70264","2489","74","87","70190","2466","65918","2677","17440","2173","50157","2967","4672","926","15219","1844","18458","1720","0","218","11841","1399","6617","1178","43987","2484","74","87","38001","2526","5912","1085","23038","2124","0","218","20348","2030","2690","1019","(X)","(X)","89.3","1.6","65.6","2.6","3.5","0.9","83.3","1.8","16.5","2.1","52.3","2.9","0.7","0.4","1.5","0.6","0.0","0.2","10.7","1.6","82.2","2.1","0.1","0.1","82.1","2.1","77.1","2.3","20.4","2.5","58.7","3.1","5.5","1.1","17.8","2.1","(X)","(X)","0.0","1.1","64.2","5.1","35.8","5.1","(X)","(X)","0.2","0.2","86.4","2.4","13.4","2.4","(X)","(X)","0.0","0.9","88.3","4.2","11.7","4.2"
"0500000US28059","Jackson County, Mississippi","51659","2358","47455","2481","36782","2644","1662","774","45007","2409","6108","1289","32263","2348","276","245","819","349","0","218","4204","1136","43630","2701","371","476","43259","2735","41296","2629","8950","1953","31358","2646","6926","1505","8029","1683","10740","1822","289","459","7414","1531","3037","987","25106","2547","0","218","20942","2606","4164","1201","15813","2038","82","142","14903","1973","828","655","(X)","(X)","91.9","2.2","71.2","3.8","3.2","1.5","87.1","2.6","11.8","2.5","62.5","3.3","0.5","0.5","1.6","0.7","0.0","0.4","8.1","2.2","84.5","3.2","0.7","0.9","83.7","3.4","79.9","3.5","17.3","3.6","60.7","4.2","13.4","3.0","15.5","3.2","(X)","(X)","2.7","4.1","69.0","8.5","28.3","8.0","(X)","(X)","0.0","0.8","83.4","4.8","16.6","4.8","(X)","(X)","0.5","0.9","94.2","4.0","5.2","4.0"
"0500000US28067","Jones County, Mississippi","25098","1254","22634","1282","13622","1600","774","470","21184","1453","6765","1598","12520","1510","230","227","320","270","0","218","2464","879","15725","1467","6","13","15719","1465","11552","1474","4555","965","9655","1455","1620","825","9373","1689","4958","1351","0","218","1935","934","3023","986","12773","1716","6","13","7657","1460","5110","1341","7367","1557","0","218","6127","1342","1240","682","(X)","(X)","90.2","3.4","54.3","6.0","3.1","1.9","84.4","4.1","27.0","6.0","49.9","5.8","0.9","0.9","1.3","1.1","0.0","0.8","9.8","3.4","62.7","5.9","0.0","0.1","62.6","5.9","46.0","6.0","18.1","3.9","38.5","5.8","6.5","3.3","37.3","5.9","(X)","(X)","0.0","3.9","39.0","14.0","61.0","14.0","(X)","(X)","0.0","0.1","59.9","8.7","40.0","8.7","(X)","(X)","0.0","2.6","83.2","8.2","16.8","8.2"
"0500000US28075","Lauderdale County, Mississippi","29993","1432","25969","1695","19775","1792","721","392","24254","1802","3687","1166","16696","2090","311","215","785","480","0","218","4024","1018","24247","1850","81","137","24166","1832","22516","1839","6737","1534","16575","2101","2051","1008","5746","1213","10252","1726","0","218","7217","1446","3035","920","13599","1739","81","137","10900","1611","2618","884","6142","1135","0","218","6049","1143","93","104","(X)","(X)","86.6","3.4","65.9","5.0","2.4","1.3","80.9","4.3","12.3","3.8","55.7","6.1","1.0","0.7","2.6","1.6","0.0","0.7","13.4","3.4","80.8","4.1","0.3","0.5","80.6","4.1","75.1","4.3","22.5","5.1","55.3","6.1","6.8","3.3","19.2","4.1","(X)","(X)","0.0","1.9","70.4","7.6","29.6","7.6","(X)","(X)","0.6","1.0","80.2","6.0","19.3","6.0","(X)","(X)","0.0","3.2","98.5","1.7","1.5","1.7"
"0500000US28081","Lee County, Mississippi","32527","1164","28293","1434","19454","1580","1511","566","25990","1457","6147","1141","16137","1561","211","200","447","300","0","218","4234","1088","25104","1617","55","72","25049","1601","22265","1671","8601","1414","15156","1456","3022","783","7423","1395","5967","1306","0","218","2860","938","3107","930","14878","1438","55","72","11758","1348","3065","759","11682","1336","0","218","10431","1398","1251","749","(X)","(X)","87.0","3.3","59.8","4.3","4.6","1.7","79.9","3.7","18.9","3.5","49.6","4.4","0.6","0.6","1.4","0.9","0.0","0.6","13.0","3.3","77.2","4.2","0.2","0.2","77.0","4.2","68.5","4.5","26.4","4.3","46.6","4.1","9.3","2.4","22.8","4.2","(X)","(X)","0.0","3.3","47.9","11.2","52.1","11.2","(X)","(X)","0.4","0.5","79.0","4.8","20.6","4.8","(X)","(X)","0.0","1.7","89.3","6.3","10.7","6.3"
"0500000US28089","Madison County, Mississippi","40229","1467","38604","1485","33950","1737","1603","778","36073","1611","2910","929","28177","1723","232","171","919","570","0","218","1625","591","37479","1630","0","218","37479","1630","35710","1622","5603","1258","29618","2062","4092","1046","2750","944","2795","793","0","218","2139","695","656","432","16847","1634","0","218","15091","1663","1756","785","20587","1426","0","218","20249","1433","338","256","(X)","(X)","96.0","1.4","84.4","3.2","4.0","1.9","89.7","2.5","7.2","2.3","70.0","3.5","0.6","0.4","2.3","1.4","0.0","0.5","4.0","1.4","93.2","2.3","0.0","0.5","93.2","2.3","88.8","2.8","13.9","3.1","73.6","4.3","10.2","2.5","6.8","2.3","(X)","(X)","0.0","6.8","76.5","13.8","23.5","13.8","(X)","(X)","0.0","1.2","89.6","4.5","10.4","4.5","(X)","(X)","0.0","1.0","98.4","1.2","1.6","1.2"
"0500000US28121","Rankin County, Mississippi","55483","1717","51464","2037","44216","2294","2025","722","48399","1968","4384","1388","36707","2411","698","453","1202","605","0","218","4019","1117","45916","2348","125","167","45791","2340","41766","2416","6651","1438","33373","2458","7061","1505","9567","2206","6688","1531","0","218","3959","1161","2729","1058","24846","2682","125","167","19207","2069","5514","1760","23949","2379","0","218","22625","2474","1324","789","(X)","(X)","92.8","2.0","79.7","3.6","3.6","1.3","87.2","2.0","7.9","2.4","66.2","3.8","1.3","0.8","2.2","1.1","0.0","0.4","7.2","2.0","82.8","3.8","0.2","0.3","82.5","3.8","75.3","4.0","12.0","2.6","60.1","4.5","12.7","2.6","17.2","3.8","(X)","(X)","0.0","2.9","59.2","12.1","40.8","12.1","(X)","(X)","0.5","0.7","77.3","5.8","22.2","5.9","(X)","(X)","0.0","0.8","94.5","3.3","5.5","3.3"
"0500000US29019","Boone County, Missouri","72217","1620","69103","1895","60335","2569","2146","632","64795","2011","4024","1145","47669","2485","799","536","2235","806","0","190","3114","938","61274","2450","400","278","60874","2481","56588","2555","4578","1018","53889","2821","4618","1121","10943","1949","11668","1771","140","170","7837","1530","3691","1255","35173","2878","260","222","29286","2716","5627","1514","25376","2071","0","190","23751","2036","1625","736","(X)","(X)","95.7","1.3","83.5","2.9","3.0","0.9","89.7","1.7","5.6","1.6","66.0","3.2","1.1","0.7","3.1","1.1","0.0","0.2","4.3","1.3","84.8","2.7","0.6","0.4","84.3","2.8","78.4","2.9","6.3","1.4","74.6","3.3","6.4","1.5","15.2","2.7","(X)","(X)","1.2","1.5","67.2","9.0","31.6","9.1","(X)","(X)","0.7","0.6","83.3","4.0","16.0","4.0","(X)","(X)","0.0","0.6","93.6","2.8","6.4","2.8"
"0500000US29021","Buchanan County, Missouri","33621","1285","30775","1378","23198","1480","1569","501","28141","1377","5395","1282","18239","1457","487","354","362","221","0","190","2846","573","28252","1401","139","190","28113","1432","25577","1368","6124","1068","19211","1149","3623","837","5369","1060","5621","1290","0","190","3826","1108","1795","680","16566","1590","44","76","13592","1420","2930","740","11434","1318","95","175","10695","1278","644","418","(X)","(X)","91.5","1.7","69.0","4.2","4.7","1.5","83.7","2.3","16.0","3.5","54.2","4.4","1.4","1.1","1.1","0.7","0.0","0.4","8.5","1.7","84.0","3.0","0.4","0.6","83.6","3.0","76.1","3.1","18.2","3.0","57.1","3.3","10.8","2.4","16.0","3.0","(X)","(X)","0.0","2.6","68.1","10.7","31.9","10.7","(X)","(X)","0.3","0.5","82.0","4.0","17.7","4.0","(X)","(X)","0.8","1.5","93.5","3.9","5.6","3.6"
"0500000US29031","Cape Girardeau County, Missouri","28675","1233","26153","1335","22259","1494","1090","460","24291","1409","2485","977","18047","1408","204","256","288","251","0","190","2522","574","24757","1331","92","142","24665","1308","22843","1393","5119","1097","18051","1488","1614","517","3918","810","5061","1091","0","190","3813","1046","1248","483","14885","1543","92","142","12624","1536","2169","654","8729","1252","0","190","8228","1209","501","274","(X)","(X)","91.2","2.0","77.6","4.0","3.8","1.6","84.7","2.7","8.7","3.4","62.9","4.3","0.7","0.9","1.0","0.9","0.0","0.5","8.8","2.0","86.3","2.8","0.3","0.5","86.0","2.7","79.7","3.4","17.9","3.8","63.0","4.3","5.6","1.8","13.7","2.8","(X)","(X)","0.0","2.9","75.3","9.4","24.7","9.4","(X)","(X)","0.6","1.0","84.8","4.1","14.6","4.4","(X)","(X)","0.0","1.7","94.3","3.0","5.7","3.0"
"0500000US29037","Cass County, Missouri","40197","905","37731","1239","32653","1396","1782","640","34197","1250","2990","892","27954","1671","468","338","960","370","0","190","2466","779","34885","1271","14","25","34871","1274","31738","1472","4339","887","27901","1261","4016","895","5312","980","3889","989","0","190","2610","774","1279","600","17924","1758","0","190","14488","1743","3436","728","18384","1494","14","25","17773","1495","597","467","(X)","(X)","93.9","2.0","81.2","2.9","4.4","1.6","85.1","2.4","7.4","2.2","69.5","3.8","1.2","0.8","2.4","0.9","0.0","0.4","6.1","2.0","86.8","2.4","0.0","0.1","86.8","2.4","79.0","3.2","10.8","2.2","69.4","2.9","10.0","2.2","13.2","2.4","(X)","(X)","0.0","3.8","67.1","12.2","32.9","12.2","(X)","(X)","0.0","0.8","80.8","4.1","19.2","4.1","(X)","(X)","0.1","0.1","96.7","2.5","3.2","2.5"
"0500000US29043","Christian County, Missouri","31421","1196","28877","1112","23948","1494","777","373","27446","1202","3252","924","20651","1298","364","246","522","350","0","190","2544","810","26291","1432","129","203","26162","1473","23874","1434","5143","1077","18500","1475","3201","621","5130","1210","4088","1124","0","190","2358","841","1730","759","16282","1620","129","203","13688","1385","2465","957","11051","1399","0","190","10116","1381","935","674","(X)","(X)","91.9","2.5","76.2","4.5","2.5","1.2","87.3","2.7","10.3","2.9","65.7","3.9","1.2","0.8","1.7","1.1","0.0","0.5","8.1","2.5","83.7","3.7","0.4","0.6","83.3","3.9","76.0","3.9","16.4","3.4","58.9","4.2","10.2","2.0","16.3","3.7","(X)","(X)","0.0","3.6","57.7","14.0","42.3","14.0","(X)","(X)","0.8","1.2","84.1","5.5","15.1","5.3","(X)","(X)","0.0","1.3","91.5","6.0","8.5","6.0"
"0500000US29047","Clay County, Missouri","91901","1902","87715","2320","74687","2695","3564","738","81311","2212","7082","1745","62878","2782","1210","469","1511","540","0","190","4186","1128","82226","2570","139","164","82087","2580","75283","2483","8907","1820","68988","3287","6102","1164","9675","1491","8840","1427","75","126","7036","1302","1729","626","40654","2725","0","190","34486","2953","6168","1274","42407","2228","64","108","40565","2174","1778","727","(X)","(X)","95.4","1.2","81.3","2.2","3.9","0.8","88.5","1.4","7.7","1.9","68.4","2.5","1.3","0.5","1.6","0.6","0.0","0.2","4.6","1.2","89.5","1.7","0.2","0.2","89.3","1.7","81.9","1.7","9.7","2.0","75.1","2.9","6.6","1.2","10.5","1.7","(X)","(X)","0.8","1.4","79.6","6.5","19.6","6.5","(X)","(X)","0.0","0.4","84.8","3.2","15.2","3.2","(X)","(X)","0.2","0.3","95.7","1.7","4.2","1.7"
"0500000US29051","Cole County, Missouri","29593","1324","27742","1357","22909","1386","1314","454","25390","1509","3375","998","17714","1519","385","280","416","239","0","190","1851","576","21596","1639","104","143","21492","1636","19457","1772","3738","812","16103","1394","2213","584","7997","1443","2898","740","79","137","1395","543","1424","570","14834","1157","25","32","10455","1284","4354","1155","11861","1303","0","190","9642","1083","2219","926","(X)","(X)","93.7","1.9","77.4","4.1","4.4","1.6","85.8","2.8","11.4","3.3","59.9","4.3","1.3","0.9","1.4","0.8","0.0","0.5","6.3","1.9","73.0","4.6","0.4","0.5","72.6","4.6","65.7","5.1","12.6","2.6","54.4","4.2","7.5","2.0","27.0","4.6","(X)","(X)","2.7","4.6","48.1","15.1","49.1","14.8","(X)","(X)","0.2","0.2","70.5","7.3","29.4","7.2","(X)","(X)","0.0","1.3","81.3","6.9","18.7","6.9"
"0500000US29071","Franklin County, Missouri","40387","1353","36712","1616","30973","1605","2239","793","33200","1758","3433","1172","23716","2152","541","502","703","341","0","190","3675","868","33897","1453","147","172","33750","1453","30050","1696","7527","1405","21653","1659","5164","1138","6490","1186","4091","892","90","153","2221","620","1780","693","20964","1972","17","28","17200","1875","3747","1092","15332","1736","40","69","14329","1743","963","425","(X)","(X)","90.9","2.2","76.7","3.8","5.5","2.0","82.2","2.8","8.5","2.8","58.7","4.8","1.3","1.2","1.7","0.9","0.0","0.4","9.1","2.2","83.9","2.8","0.4","0.4","83.6","2.8","74.4","3.4","18.6","3.5","53.6","3.9","12.8","2.8","16.1","2.8","(X)","(X)","2.2","3.8","54.3","11.9","43.5","12.1","(X)","(X)","0.1","0.1","82.0","4.9","17.9","4.9","(X)","(X)","0.3","0.4","93.5","2.8","6.3","2.8"
